trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Colourcodes,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,StimulusPos,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Circle1_col,Ecc,Circle2_col,similarity,response_time,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchprac,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,key_resp_22.keys,key_resp_22.rt,Circle1_colour,Circle2_colour,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,response_time_catch,Catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colourpair,Temporder,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_instr_Ishi.keys,key_resp_instr_Ishi.rt,Ishi_trial_keyresp.keys,Ishi_trial_keyresp.rt,Ishi_textbox.text,Ishi_mouse.x,Ishi_mouse.y,Ishi_mouse.leftButton,Ishi_mouse.midButton,Ishi_mouse.rightButton,Ishi_loop.thisRepN,Ishi_loop.thisTrialN,Ishi_loop.thisN,Ishi_loop.thisIndex,Ishi_loop.ran,imageaddress,textbox.text,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,textbox_2.text,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.clicked_name,textbox_3.text,mouse_9.x,mouse_9.y,mouse_9.leftButton,mouse_9.midButton,mouse_9.rightButton,mouse_9.clicked_name,textbox_4.text,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.clicked_name,textbox_5.text,mouse_13.x,mouse_13.y,mouse_13.leftButton,mouse_13.midButton,mouse_13.rightButton,mouse_13.clicked_name,textbox_6.text,mouse_14.x,mouse_14.y,mouse_14.leftButton,mouse_14.midButton,mouse_14.rightButton,textbox_7.text,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,128,128,148,1,threeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,129,129,95,1,fourthree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,130,130,26,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,131,131,133,1,threefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,132,132,50,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,133,133,144,1,onetwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,134,134,78,1,fourtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,135,135,54,1,fourtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,136,136,19,1,twofour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,137,137,74,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,138,138,139,1,twofour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,139,139,29,1,threefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,140,140,154,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,141,141,98,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,142,142,43,1,twofour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,143,143,122,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,144,144,125,1,threefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,145,145,42,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,146,146,45,1,threefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,147,147,120,1,onetwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,148,148,59,1,twofour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,149,149,89,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,150,150,51,1,twofour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,151,151,109,1,threefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,152,152,57,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,153,153,86,1,fourtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,154,154,145,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,155,155,22,1,fourtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,156,156,65,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,157,157,10,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,158,158,158,1,fourtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,159,159,112,1,onetwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,160,160,138,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,0,161,161,67,1,twofour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,,,,,,,space,3.9648,space,7.8994,space,14.744,space,4.9572,space,1.4343,space,2.8291,"[0.7176,-0.906,-0.6864]",twofour,"[0.9213999999999998,0.6391999999999998,-0.9922]",4,7.0295,57.33337402,94,1,0,0,response1disk_5,10.66668701,-2.666687012,1,0,0,rectangle_8,59.33337402,-88,1,0,0,response3disk_7,4,1,1.333374023,1.333312988,1,0,0,rectangle_4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,"[0.5528,0.7409999999999999,-0.71]",threefour,"[0.796,0.2156,-0.27859999999999996]",-1,3.2998,-34.66662598,-54.66668701,1,0,0,response5disk_5,2.666687012,1.333312988,1,0,0,rectangle_8,2.666687012,1.333312988,1,0,0,,,1,2.666687012,1.333312988,1,0,0,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,"[0.4196,0.4665999999999999,0.3568]",onetwo,"[-0.2942,-0.7648,-0.7492000000000001]",-4,7.5858,-21.33331299,52,1,0,0,response7disk_5,-4.666625977,-9.333343506,1,0,0,rectangle_8,-4.666625977,-9.333343506,1,0,0,,,1,-4.666625977,-9.333343506,1,0,0,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,"[-0.9216,-0.5529999999999999,-0.3962]",threeone,"[0.30180000000000007,-0.7884,-0.9844]",-4,3.801,-21.33331299,34,1,0,0,response7disk_5,0,-6.666687012,1,0,0,rectangle_8,0,-6.666687012,1,0,0,,,1,0,-6.666687012,1,0,0,,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,"[0.5449999999999999,-0.31000000000000005,-0.0354000000000001]",onethree,"[0.23920000000000008,0.2704,0.16060000000000008]",-1,2.9326,-32.66662598,-64,1,0,0,response5disk_5,-4,0,1,0,0,rectangle_8,-4,0,1,0,0,,,1,-4,0,1,0,0,,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,"[-0.07459999999999989,0.12139999999999995,-0.9922]",twofour,"[-0.30200000000000005,0.14500000000000002,0.2784]",1,2.5839,64.66668701,-73.33334351,1,0,0,response3disk_5,8,8,1,0,0,rectangle_8,8,8,1,0,0,,,1,8,8,1,0,0,,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5f2289c3248c55000cd85a11,62c53a5516a30c0af6b0f10b,2022-07-06_09h31.45.762,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.90534955,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,"[-0.5922000000000001,-0.7492000000000001,-0.5296000000000001]",threeone,"[-0.10599999999999998,-0.10599999999999998,0.5841999999999998]",-3,1.4004,-56,45.33331299,1,0,0,response7disk_5,-6,2,1,0,0,rectangle_8,-6,2,1,0,0,,,1,-6,2,1,0,0,,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
